Distance,WAT
2.585,0
2.595,0
2.605,0
2.615,0
2.625,0
2.635,0
2.645,0
2.655,0
2.665,0
2.675,0
2.685,0
2.695,0
2.705,0
2.715,0
2.725,0
2.735,0
2.745,0
2.755,0
2.765,0
2.775,0
2.785,0
2.795,0
2.805,0
2.815,0
2.825,0
2.835,0
2.845,0
2.855,0
2.865,0
2.875,0
2.885,0
2.895,0
2.905,0
2.915,0
2.925,0
2.935,0
2.945,0
2.955,0
2.965,0
2.975,0
2.985,0
2.995,0
3.005,0
3.015,0
3.025,0
3.035,0
3.045,0.00061906
3.055,0
3.065,0
3.075,0
3.085,0
3.095,0.000599279
3.105,0
3.115,0.001183215
3.125,0
3.135,0
3.145,0.000580339
3.155,0
3.165,0.001146052
3.175,0.000569429
3.185,0.003961072
3.195,0.002811783
3.205,0.004470801
3.215,0.003887705
3.225,0.002207708
3.235,0.003291183
3.245,0.003270923
3.255,0.002709046
3.265,0.004307884
3.275,0.003746486
3.285,0.00531955
3.295,0.010574606
3.305,0.007357509
3.315,0.00783559
3.325,0.011422996
3.335,0.021161199
3.345,0.012312984
3.355,0.020909571
3.365,0.019771551
3.375,0.019150694
3.385,0.036572239
3.395,0.035858954
3.405,0.042085276
3.415,0.046761551
3.425,0.046978174
3.435,0.067138496
3.445,0.058526684
3.455,0.063959041
3.465,0.070284144
3.475,0.084616625
3.485,0.087913083
3.495,0.09633956
3.505,0.109341974
3.515,0.105468295
3.525,0.134899648
3.535,0.130921913
3.545,0.135665561
3.555,0.134903724
3.565,0.140471546
3.575,0.158101922
3.585,0.163027667
3.595,0.175447105
3.605,0.171382937
3.615,0.186250082
3.625,0.158139085
3.635,0.152056859
3.645,0.17282701
3.655,0.162858877
3.665,0.164535757
3.675,0.155565384
3.685,0.157258807
3.695,0.151783533
3.705,0.165601968
3.715,0.144746583
3.725,0.150176063
3.735,0.152253462
3.745,0.154306645
3.755,0.146157449
3.765,0.136473072
3.775,0.12850022
3.785,0.115800863
3.795,0.122366085
3.805,0.11339739
3.815,0.103731954
3.825,0.100443768
3.835,0.103043244
3.845,0.096295325
3.855,0.088456978
3.865,0.08838433
3.875,0.080282727
3.885,0.076827429
3.895,0.069244066
3.905,0.068513399
3.915,0.067040314
3.925,0.060737149
3.935,0.058575235
3.945,0.056803171
3.955,0.052846295
3.965,0.044912164
3.975,0.043233486
3.985,0.043739499
3.995,0.045319156
4.005,0.045093303
4.015,0.03418579
4.025,0.03897679
4.035,0.031027195
4.045,0.036487245
4.055,0.027579809
4.065,0.027791517
4.075,0.030075229
4.085,0.025456256
4.095,0.027385963
4.105,0.021802077
4.115,0.024747286
4.125,0.023277919
4.135,0.021486913
4.145,0.022719878
4.155,0.017290397
4.165,0.020847474
4.175,0.022394644
4.185,0.01409356
4.195,0.019898025
4.205,0.017530996
4.215,0.015509342
4.225,0.016400768
4.235,0.015683168
4.245,0.013698076
4.255,0.011097282
4.265,0.012938637
4.275,0.012564132
4.285,0.010942397
4.295,0.014314619
4.305,0.010531089
4.315,0.015107025
4.325,0.016264825
4.335,0.010080461
4.345,0.011250368
4.355,0.009080063
4.365,0.010846254
4.375,0.008097527
4.385,0.011344594
4.395,0.012481775
4.405,0.009466676
4.415,0.011779998
4.425,0.011726771
4.435,0.010506514
4.445,0.010459281
4.455,0.011858519
4.465,0.014109025
4.475,0.010319621
4.485,0.011129769
4.495,0.012500836
4.505,0.009051172
4.515,0.010982317
4.525,0.009251731
4.535,0.010048333
4.545,0.011949388
4.555,0.013003612
4.565,0.011844973
4.575,0.008502122
4.585,0.009557305
4.595,0.011962575
4.605,0.012722733
4.615,0.008355269
4.625,0.008050774
4.635,0.008016249
4.645,0.011174365
4.655,0.009271991
4.665,0.010551109
4.675,0.00998084
4.685,0.010199861
4.695,0.011197981
4.705,0.01244701
4.715,0.010328612
4.725,0.01182759
4.735,0.009729452
4.745,0.01172821
4.755,0.010663317
4.765,0.011882735
4.775,0.010322378
4.785,0.011532926
4.795,0.010236544
4.805,0.009199343
4.815,0.010151549
4.825,0.011342436
4.835,0.010804535
4.845,0.012471825
4.855,0.011202776
4.865,0.009459003
4.875,0.012801854
4.885,0.008660004
4.895,0.009822599
4.905,0.010021
4.915,0.009980481
4.925,0.008283221
4.935,0.012492324
4.945,0.011972405
4.955,0.011924213
4.965,0.011410528
4.975,0.013915898
4.985,0.013167128
4.995,0.011964014
5.005,0.012603693
5.015,0.010727572
5.025,0.010912307
5.035,0.009510312
5.045,0.012630186
5.055,0.01729783
5.065,0.01230699
5.075,0.012927009
5.085,0.014430303
5.095,0.017690796
5.105,0.014097276
5.115,0.01250635
5.125,0.016391418
5.135,0.014586147
5.145,0.019083561
5.155,0.016633336
5.165,0.016999329
5.175,0.018648516
5.185,0.018363202
5.195,0.019994168
5.205,0.023307529
5.215,0.016041728
5.225,0.019344659
5.235,0.021365475
5.245,0.022327511
5.255,0.020787414
5.265,0.025885666
5.275,0.028469437
5.285,0.024868125
5.295,0.027435833
5.305,0.023049188
5.315,0.028245981
5.325,0.026317953
5.335,0.030454648
5.345,0.027527781
5.355,0.031028393
5.365,0.030314509
5.375,0.031195266
5.385,0.035830542
5.395,0.032936762
5.405,0.033797619
5.415,0.032498121
5.425,0.034914061
5.435,0.042559041
5.445,0.040466658
5.455,0.045141135
5.465,0.038825502
5.475,0.038492476
5.485,0.040069376
5.495,0.042205036
5.505,0.045461334
5.515,0.044164353
5.525,0.047013658
5.535,0.047405905
5.545,0.048915313
5.555,0.046879153
5.565,0.045969385
5.575,0.046912839
5.585,0.043432486
5.595,0.045294461
5.605,0.051893729
5.615,0.044426051
5.625,0.052976724
5.635,0.047184607
5.645,0.046477076
5.655,0.048287382
5.665,0.052410052
5.675,0.051512631
5.685,0.052397225
5.695,0.045841593
5.705,0.057674578
5.715,0.045697017
5.725,0.050967058
5.735,0.046600552
5.745,0.048699649
5.755,0.049223764
5.765,0.046980571
5.775,0.046989922
5.785,0.049400587
5.795,0.047349921
5.805,0.047187005
5.815,0.037348222
5.825,0.039588657
5.835,0.041644957
5.845,0.035789663
5.855,0.038514294
5.865,0.041887474
5.875,0.041745057
5.885,0.038785462
5.895,0.039480046
5.905,0.036218474
5.915,0.033634942
5.925,0.039899026
5.935,0.035690283
5.945,0.035245528
5.955,0.03415594
5.965,0.035654919
5.975,0.032480499
5.985,0.034936119
5.995,0.029229356
6.005,0.030246417
6.015,0.03205001
6.025,0.028780885
6.035,0.027582446
6.045,0.02827667
6.055,0.02849641
6.065,0.028246461
6.075,0.02986448
6.085,0.030386557
6.095,0.02920526
6.105,0.029571733
6.115,0.025944287
6.125,0.03060306
6.135,0.029130695
6.145,0.025387445
6.155,0.023183693
6.165,0.024770064
6.175,0.026797472
6.185,0.025810501
6.195,0.022885312
6.205,0.02609174
6.215,0.026007823
6.225,0.026516834
6.235,0.022592565
6.245,0.024728225
6.255,0.022741696
6.265,0.021937901
6.275,0.025221172
6.285,0.023397199
6.295,0.025640631
6.305,0.019494389
6.315,0.020584217
6.325,0.019945377
6.335,0.020883677
6.345,0.023241955
6.355,0.022173825
6.365,0.019978944
6.375,0.020622459
6.385,0.024078117
6.395,0.020914726
6.405,0.023508088
6.415,0.020784656
6.425,0.020163559
6.435,0.02620071
6.445,0.023079038
6.455,0.023834161
6.465,0.024309845
6.475,0.021907332
6.485,0.02143021
6.495,0.024358036
6.505,0.026860889
6.515,0.021909609
6.525,0.020763797
6.535,0.023523073
6.545,0.025997514
6.555,0.02498297
6.565,0.024507287
6.575,0.024964029
6.585,0.025417775
6.595,0.023493103
6.605,0.026711399
6.615,0.026106125
6.625,0.027073676
6.635,0.024775458
6.645,0.027300968
6.655,0.028126341
6.665,0.027654134
6.675,0.027184804
6.685,0.027874353
6.695,0.02804734
6.705,0.028985161
6.715,0.030044779
6.725,0.031605495
6.735,0.03075243
6.745,0.035456158
6.755,0.033338239
6.765,0.037128242
6.775,0.034017119
6.785,0.036660231
6.795,0.033195702
6.805,0.032478341
6.815,0.033618998
6.825,0.038080448
6.835,0.035634299
6.845,0.03565288
6.855,0.03628189
6.865,0.03715066
6.875,0.038499908
6.885,0.041900062
6.895,0.042624016
6.905,0.043102577
6.915,0.041897424
6.925,0.043691906
6.935,0.042372388
6.945,0.044749726
6.955,0.041654308
6.965,0.038221427
6.975,0.044129588
6.985,0.044003354
6.995,0.043291028
7.005,0.04351856
7.015,0.042228053
7.025,0.043736262
7.035,0.047555635
7.045,0.047536455
7.055,0.045902492
7.065,0.048072677
7.075,0.044955201
7.085,0.053405175
7.095,0.049719707
7.105,0.047305446
7.115,0.04807975
7.125,0.047040392
7.135,0.047472319
7.145,0.051612491
7.155,0.045861732
7.165,0.045398397
7.175,0.047948122
7.185,0.044812304
7.195,0.046351202
7.205,0.04489562
7.215,0.044881594
7.225,0.047946564
7.235,0.048252617
7.245,0.044510566
7.255,0.043842715
7.265,0.043939578
7.275,0.045662732
7.285,0.048674235
7.295,0.046167786
7.305,0.049161067
7.315,0.049885142
7.325,0.043543735
7.335,0.039157329
7.345,0.044477359
7.355,0.043295344
7.365,0.044871045
7.375,0.042321919
7.385,0.042312568
7.395,0.04408775
7.405,0.045120395
7.415,0.040926996
7.425,0.041441641
7.435,0.043822336
7.445,0.043497581
7.455,0.042244836
7.465,0.040071533
7.475,0.042840999
7.485,0.04672259
7.495,0.041284238
7.505,0.04209151
7.515,0.038726841
7.525,0.040752931
7.535,0.041453749
7.545,0.038722165
7.555,0.044151047
7.565,0.043532946
7.575,0.038515972
7.585,0.042206115
7.595,0.041398364
7.605,0.041289513
7.615,0.04692279
7.625,0.044232685
7.635,0.041556486
7.645,0.038010319
7.655,0.044376541
7.665,0.044456261
7.675,0.044145412
7.685,0.046557875
7.695,0.043043836
7.705,0.043512446
7.715,0.045810784
7.725,0.048770378
7.735,0.044134863
7.745,0.043542416
7.755,0.045339296
7.765,0.047412499
7.775,0.047290461
7.785,0.043664694
7.795,0.0487488
7.805,0.0461739
7.815,0.046995796
7.825,0.048281988
7.835,0.048065245
7.845,0.049528379
7.855,0.050797907
7.865,0.045657697
7.875,0.04970724
7.885,0.045887986
7.895,0.048626882
7.905,0.047677074
7.915,0.050122384
7.925,0.045608786
7.935,0.047681869
7.945,0.048198551
7.955,0.051070874
7.965,0.052390631
7.975,0.049100288
7.985,0.050597948
7.995,0.049663124
