Distance,WAT
2.585,0
2.595,0
2.605,0
2.615,0
2.625,0
2.635,0
2.645,0
2.655,0
2.665,0
2.675,0
2.685,0
2.695,0
2.705,0
2.715,0
2.725,0
2.735,0
2.745,0
2.755,0
2.765,0
2.775,0
2.785,0
2.795,0
2.805,0
2.815,0
2.825,0
2.835,0
2.845,0
2.855,0
2.865,0
2.875,0
2.885,0
2.895,0
2.905,0
2.915,0
2.925,0
2.935,0
2.945,0
2.955,0
2.965,0
2.975,0
2.985,0
2.995,0
3.005,0
3.015,0
3.025,0
3.035,0
3.045,0
3.055,0
3.065,0
3.075,0
3.085,0
3.095,0
3.105,0
3.115,0
3.125,0
3.135,0
3.145,0
3.155,0
3.165,0
3.175,0
3.185,0
3.195,0
3.205,0
3.215,0
3.225,0
3.235,0
3.245,0
3.255,0
3.265,0
3.275,0
3.285,0
3.295,0
3.305,0
3.315,0
3.325,0
3.335,0
3.345,0
3.355,0
3.365,0
3.375,0
3.385,0
3.395,0
3.405,0
3.415,0
3.425,0
3.435,0
3.445,0
3.455,0
3.465,0
3.475,0
3.485,0
3.495,0
3.505,0
3.515,0
3.525,0
3.535,0
3.545,0
3.555,0.001362675
3.565,0
3.575,0
3.585,0
3.595,0
3.605,0
3.615,0
3.625,0
3.635,0
3.645,0
3.655,0.001289308
3.665,0
3.675,0
3.685,0
3.695,0
3.705,0
3.715,0
3.725,0
3.735,0
3.745,0
3.755,0.001221336
3.765,0.001214863
3.775,0
3.785,0.001202275
3.795,0
3.805,0
3.815,0.002366429
3.825,0
3.835,0
3.845,0
3.855,0
3.865,0
3.875,0
3.885,0
3.895,0
3.905,0.001129269
3.915,0
3.925,0
3.935,0
3.945,0.001106611
3.955,0.001100857
3.965,0.001095462
3.975,0.001090068
3.985,0.001084314
3.995,0
4.005,0
4.015,0.00106849
4.025,0
4.035,0.0010577
4.045,0.001052665
4.055,0.003142172
4.065,0.004168943
4.075,0
4.085,0.001032166
4.095,0.001027131
4.105,0
4.115,0.004068244
4.125,0.001012026
4.135,0.001007351
4.145,0.001002316
4.155,0.001994921
4.165,0.000992606
4.175,0.005927941
4.185,0.002949765
4.195,0.005871837
4.205,0.005843785
4.215,0.002908047
4.225,0.00289438
4.235,0.001920476
4.245,0
4.255,0.003804988
4.265,0.00662744
4.275,0.003769384
4.285,0.002813821
4.295,0.004667764
4.305,0.003716876
4.315,0.00832458
4.325,0.007365421
4.335,0.006414893
4.345,0.005473356
4.355,0.003632001
4.365,0.010846373
4.375,0.01259638
4.385,0.004478233
4.395,0.011590468
4.405,0.007100366
4.415,0.008835268
4.425,0.012313344
4.435,0.00612898
4.445,0.004358114
4.455,0.006941765
4.465,0.010365895
4.475,0.009459603
4.485,0.011129769
4.495,0.006818768
4.505,0.009334088
4.515,0.005913555
4.525,0.009251731
4.535,0.00753625
4.545,0.010838102
4.555,0.019920802
4.565,0.006611256
4.575,0.008227837
4.585,0.013107428
4.595,0.017128559
4.605,0.016242048
4.615,0.015363448
4.625,0.012076701
4.635,0.007214732
4.645,0.017560127
4.655,0.017484603
4.665,0.01107906
4.675,0.011819558
4.685,0.010984475
4.695,0.013281494
4.705,0.019448955
4.715,0.013169286
4.725,0.016970318
4.735,0.016130559
4.745,0.015297993
4.755,0.012948467
4.765,0.011377202
4.775,0.010574486
4.785,0.015043369
4.795,0.014231662
4.805,0.016409999
4.815,0.014856356
4.825,0.011835742
4.835,0.016207163
4.845,0.009537285
4.855,0.011690088
4.865,0.013824909
4.875,0.013768086
4.885,0.015877013
4.895,0.015812278
4.905,0.013600494
4.915,0.014970721
4.925,0.01065001
4.935,0.008485698
4.945,0.014789823
4.955,0.006312755
4.965,0.009780401
4.975,0.009741201
4.985,0.013167488
4.995,0.013114621
5.005,0.010999939
5.015,0.008217048
5.025,0.010230311
5.035,0.008831312
5.045,0.008119585
5.055,0.010783436
5.065,0.009398104
5.075,0.006686421
5.085,0.006660167
5.095,0.010614765
5.105,0.009251371
5.115,0.007898766
5.125,0.007212214
5.135,0.007184162
5.145,0.009108235
5.155,0.00907299
5.165,0.009683299
5.175,0.007716789
5.185,0.006405902
5.195,0.006381087
5.205,0.009535127
5.215,0.004432559
5.225,0.006938888
5.235,0.007540925
5.245,0.008138286
5.255,0.003118076
5.265,0.005591318
5.275,0.0030947
5.285,0.00801529
5.295,0.004299852
5.305,0.006119269
5.315,0.009144558
5.325,0.008502961
5.335,0.006655852
5.345,0.006027921
5.355,0.00720682
5.365,0.003589923
5.375,0.007153233
5.385,0.0047512
5.395,0.004733578
5.405,0.005305405
5.415,0.005873276
5.425,0.00468143
5.435,0.004664167
5.445,0.006389718
5.455,0.003472321
5.465,0.005189601
5.475,0.001723393
5.485,0.005724385
5.495,0.002281554
5.505,0.002841513
5.515,0.002831084
5.525,0.003949203
5.535,0.003372701
5.545,0.00504107
5.555,0.006139049
5.565,0.00778512
5.575,0.003878714
5.585,0.00883383
5.595,0.003851022
5.605,0.005481628
5.615,0.003823689
5.625,0.007075911
5.635,0.007593073
5.645,0.002702333
5.655,0.008077867
5.665,0.007512873
5.675,0.006951476
5.685,0.004795795
5.695,0.010088972
5.705,0.005820409
5.715,0.013181873
5.725,0.006830637
5.735,0.009948713
5.745,0.010957502
5.755,0.008839584
5.765,0.007772533
5.775,0.006713034
5.785,0.007204302
5.795,0.011282257
5.805,0.011754464
5.815,0.010695325
5.825,0.008121024
5.835,0.011633625
5.845,0.016130919
5.855,0.011052087
5.865,0.014018395
5.875,0.009480102
5.885,0.017901425
5.895,0.016849479
5.905,0.016792296
5.915,0.008860083
5.925,0.016679369
5.935,0.011244854
5.945,0.017054474
5.955,0.020396605
5.965,0.018876408
5.975,0.016883645
5.985,0.013461673
5.995,0.016771078
6.005,0.017192935
6.015,0.02141978
6.025,0.017553294
6.035,0.019386737
6.045,0.017908618
6.055,0.017379948
6.065,0.026218093
6.075,0.021465454
6.085,0.022324993
6.095,0.031059922
6.105,0.028648178
6.115,0.021185655
6.125,0.024329625
6.135,0.029741123
6.145,0.031924855
6.155,0.030457526
6.165,0.024921232
6.175,0.02709885
6.185,0.02611092
6.195,0.023782973
6.205,0.027284784
6.215,0.031209892
6.225,0.036887164
6.235,0.035439974
6.245,0.037092878
6.255,0.032572567
6.265,0.029836068
6.275,0.037613636
6.285,0.033570207
6.295,0.034767448
6.305,0.038556252
6.315,0.041889033
6.325,0.040465219
6.335,0.040337547
6.345,0.048338092
6.355,0.032834744
6.365,0.033581716
6.375,0.040680284
6.385,0.039708178
6.395,0.040426378
6.405,0.044498219
6.415,0.041430132
6.425,0.046724748
6.435,0.03867781
6.445,0.034411764
6.455,0.048357872
6.465,0.04697218
6.475,0.039022704
6.485,0.040131114
6.495,0.045314601
6.505,0.046396397
6.515,0.042196884
6.525,0.044494622
6.535,0.045164991
6.545,0.041810631
6.555,0.03607222
6.565,0.040357687
6.575,0.04501538
6.585,0.040112772
6.595,0.048306443
6.605,0.047765545
6.615,0.04211129
6.625,0.036883208
6.635,0.041857744
6.645,0.047972338
6.655,0.053660759
6.665,0.040318846
6.675,0.047155237
6.685,0.040848595
6.695,0.042263418
6.705,0.039839086
6.715,0.041248155
6.725,0.04797989
6.735,0.039485201
6.745,0.047317434
6.755,0.039251435
6.765,0.042146175
6.775,0.044648188
6.785,0.042272049
6.795,0.03841779
6.805,0.043511367
6.815,0.034855559
6.825,0.033274583
6.835,0.036126166
6.845,0.045209946
6.855,0.037381668
6.865,0.036907663
6.875,0.0462734
6.885,0.038146622
6.895,0.039847358
6.905,0.037203647
6.915,0.036735756
6.925,0.034834341
6.935,0.044402195
6.945,0.041060782
6.955,0.040230734
6.965,0.040470254
6.975,0.036814517
6.985,0.03988584
6.995,0.040476008
7.005,0.041062221
7.015,0.037095755
7.025,0.033500797
7.035,0.035145429
7.045,0.041291311
7.055,0.041520402
7.065,0.037952776
7.075,0.031308433
7.085,0.041169394
7.095,0.03729032
7.105,0.034456359
7.115,0.030617206
7.125,0.037316214
7.135,0.036535077
7.145,0.031035467
7.155,0.034985389
7.165,0.033210567
7.175,0.032783675
7.185,0.031358063
7.195,0.031271031
7.205,0.033174603
7.215,0.037383467
7.225,0.039589496
7.235,0.031583917
7.245,0.035762211
7.255,0.027810937
7.265,0.032302477
7.275,0.030586996
7.285,0.033099079
7.295,0.032361098
7.305,0.027754474
7.315,0.03282827
7.325,0.029207778
7.335,0.034890085
7.345,0.024899294
7.355,0.024513041
7.365,0.033018879
7.375,0.030396387
7.385,0.028103684
7.395,0.036215717
7.405,0.028580206
7.415,0.028189997
7.425,0.028738807
7.435,0.030530892
7.445,0.029205979
7.455,0.031606574
7.465,0.031522059
7.475,0.029896847
7.485,0.028894891
7.495,0.033416281
7.505,0.032104316
7.515,0.032933645
7.525,0.029196629
7.535,0.030332371
7.545,0.028739527
7.555,0.030473709
7.565,0.034606329
7.575,0.032114026
7.585,0.036818832
7.595,0.040602961
7.605,0.039305021
7.615,0.03504437
7.625,0.037025985
7.635,0.034270066
7.645,0.035359055
7.655,0.034678976
7.665,0.03751977
7.675,0.02923583
7.685,0.04490641
7.695,0.033737799
7.705,0.042062739
7.715,0.038481806
7.725,0.042710809
7.735,0.041449193
7.745,0.041916365
7.755,0.044385651
7.765,0.041986495
7.775,0.038459868
7.785,0.042623417
7.795,0.046481991
7.805,0.039012994
7.815,0.045680714
7.825,0.041344898
7.835,0.045447667
7.845,0.04757062
7.855,0.045216419
7.865,0.046215138
7.875,0.042210191
7.885,0.051520903
7.895,0.038681047
7.905,0.047402309
7.915,0.04673266
7.925,0.044969706
7.935,0.046771141
7.945,0.048290259
7.955,0.051434589
7.965,0.045876358
7.975,0.054968049
7.985,0.043486193
7.995,0.052537964
