Distance,WAT
2.585,0
2.595,0
2.605,0
2.615,0
2.625,0
2.635,0
2.645,0
2.655,0
2.665,0
2.675,0
2.685,0
2.695,0
2.705,0
2.715,0
2.725,0
2.735,0
2.745,0
2.755,0
2.765,0
2.775,0
2.785,0
2.795,0
2.805,0
2.815,0
2.825,0
2.835,0
2.845,0
2.855,0
2.865,0
2.875,0
2.885,0
2.895,0
2.905,0
2.915,0
2.925,0
2.935,0
2.945,0
2.955,0
2.965,0
2.975,0
2.985,0
2.995,0
3.005,0
3.015,0
3.025,0
3.035,0
3.045,0
3.055,0
3.065,0
3.075,0
3.085,0
3.095,0
3.105,0
3.115,0
3.125,0
3.135,0
3.145,0
3.155,0
3.165,0
3.175,0
3.185,0
3.195,0
3.205,0
3.215,0
3.225,0
3.235,0
3.245,0
3.255,0
3.265,0
3.275,0
3.285,0
3.295,0
3.305,0
3.315,0
3.325,0
3.335,0
3.345,0
3.355,0
3.365,0
3.375,0
3.385,0
3.395,0
3.405,0
3.415,0
3.425,0
3.435,0
3.445,0
3.455,0
3.465,0
3.475,0
3.485,0
3.495,0
3.505,0
3.515,0
3.525,0
3.535,0
3.545,0
3.555,0
3.565,0
3.575,0
3.585,0
3.595,0
3.605,0
3.615,0
3.625,0
3.635,0
3.645,0
3.655,0
3.665,0
3.675,0
3.685,0
3.695,0
3.705,0
3.715,0
3.725,0
3.735,0
3.745,0
3.755,0
3.765,0
3.775,0.001208389
3.785,0
3.795,0
3.805,0
3.815,0
3.825,0
3.835,0
3.845,0
3.855,0.001158759
3.865,0.001152645
3.875,0.001146891
3.885,0
3.895,0.002270046
3.905,0
3.915,0
3.925,0
3.935,0
3.945,0
3.955,0.001100857
3.965,0
3.975,0.002179417
3.985,0.001084314
3.995,0.001078919
4.005,0
4.015,0
4.025,0
4.035,0.002115041
4.045,0.001052306
4.055,0.001047271
4.065,0.001041876
4.075,0
4.085,0
4.095,0.001026771
4.105,0.004087305
4.115,0
4.125,0.001012026
4.135,0.002013982
4.145,0.001002316
4.155,0.001994921
4.165,0
4.175,0
4.185,0.00196615
4.195,0.00097858
4.205,0.001947449
4.215,0
4.225,0
4.235,0.003840233
4.245,0.002866688
4.255,0.000950887
4.265,0.000946572
4.275,0.001884512
4.285,0.001875521
4.295,0.00186689
4.305,0
4.315,0.002774261
4.325,0.001840996
4.335,0.00458145
4.345,0.005472277
4.355,0.001815821
4.365,0.001807549
4.375,0.001799277
4.385,0.005373017
4.395,0.003565828
4.405,0.000887231
4.415,0.002650185
4.425,0.000879319
4.435,0.004377175
4.445,0.002614581
4.455,0.004337974
4.465,0.004318553
4.475,0.00601893
4.485,0.005136014
4.495,0.002556679
4.505,0.00339356
4.515,0.005912836
4.525,0.004204907
4.535,0.004186206
4.545,0.004167864
4.555,0.003319474
4.565,0.004131541
4.575,0.002467848
4.585,0.005733736
4.595,0.005708561
4.605,0.006495812
4.615,0.00485082
4.625,0.001610107
4.635,0.001602914
4.645,0.003192162
4.655,0.003178496
4.665,0.002373622
4.675,0.004727104
4.685,0.004706964
4.695,0.004686824
4.705,0.001555801
4.715,0.006196232
4.725,0.004627484
4.735,0.006144084
4.745,0.003059095
4.755,0.00761573
4.765,0.003791681
4.775,0.006041587
4.785,0.005264406
4.795,0.006740007
4.805,0.002237318
4.815,0.004456295
4.825,0.006656571
4.835,0.005155795
4.845,0.008068876
4.855,0.005113717
4.865,0.005092498
4.875,0.005071639
4.885,0.005772577
4.895,0.00215604
4.905,0.00715683
4.915,0.004989641
4.925,0.00567907
4.935,0.005656053
4.945,0.003520873
4.955,0.007013334
4.965,0.003492461
4.975,0.006261327
4.985,0.005543127
4.995,0.004140891
5.005,0.002749445
5.015,0.009585117
5.025,0.008182882
5.035,0.006792155
5.045,0.004059253
5.055,0.007412174
5.065,0.008054131
5.075,0.008691053
5.085,0.00466129
5.095,0.008623081
5.105,0.0066073
5.115,0.01053025
5.125,0.006555512
5.135,0.005224126
5.145,0.003252581
5.155,0.009071551
5.165,0.014200013
5.175,0.010287493
5.185,0.008326378
5.195,0.018502743
5.205,0.010169172
5.215,0.011396262
5.225,0.006307001
5.235,0.010681299
5.245,0.006259169
5.255,0.011223635
5.265,0.009938643
5.275,0.009900881
5.285,0.011096683
5.295,0.009212171
5.305,0.011624993
5.315,0.017067061
5.325,0.010930529
5.335,0.013309546
5.345,0.013862312
5.355,0.010808252
5.365,0.014955616
5.375,0.01251618
5.385,0.020782858
5.395,0.018339466
5.405,0.020039843
5.415,0.02114034
5.425,0.017551855
5.435,0.016904504
5.445,0.016842646
5.455,0.013887487
5.465,0.021331668
5.475,0.025274758
5.485,0.022893584
5.495,0.020529312
5.505,0.03011371
5.515,0.019814349
5.525,0.036100992
5.535,0.035408685
5.545,0.028000827
5.555,0.02957425
5.565,0.025020133
5.575,0.037672617
5.585,0.042505815
5.595,0.029152753
5.605,0.033433544
5.615,0.037683766
5.625,0.031563777
5.635,0.04121255
5.645,0.0475512
5.655,0.030691291
5.665,0.038631057
5.675,0.041168315
5.685,0.045818816
5.695,0.040879884
5.705,0.053433826
5.715,0.059046004
5.725,0.047282189
5.735,0.058634935
5.745,0.059474334
5.755,0.049909717
5.765,0.060098669
5.775,0.067118836
5.785,0.056596857
5.795,0.072809414
5.805,0.052119703
5.815,0.064161878
5.825,0.060896709
5.835,0.057653838
5.845,0.057456756
5.855,0.067306208
5.865,0.069079232
5.875,0.069842027
5.885,0.065130388
5.895,0.078783389
5.905,0.075553825
5.915,0.08022015
5.925,0.067687426
5.935,0.062571192
5.945,0.069668681
5.955,0.081573834
5.965,0.070170019
5.975,0.06607696
5.985,0.083642481
5.995,0.073781521
6.005,0.081653674
6.015,0.072815888
6.025,0.081112416
6.035,0.081789258
6.045,0.07209481
6.055,0.080780109
6.065,0.074896763
6.075,0.074183957
6.085,0.08510118
6.095,0.07091699
6.105,0.07761456
6.115,0.076439977
6.125,0.065633883
6.135,0.081889597
6.145,0.078431302
6.155,0.08635812
6.165,0.07565812
6.175,0.074058443
6.185,0.071568658
6.195,0.068197035
6.205,0.06663584
6.215,0.071771135
6.225,0.066208228
6.235,0.066439117
6.245,0.057396336
6.255,0.059413555
6.265,0.067559035
6.275,0.064282717
6.285,0.064514325
6.295,0.052577524
6.305,0.054143395
6.315,0.055699197
6.325,0.061979225
6.335,0.050628277
6.345,0.055601375
6.355,0.059690118
6.365,0.051427396
6.375,0.043216103
6.385,0.056173921
6.395,0.047156675
6.405,0.051626277
6.415,0.053139281
6.425,0.044214463
6.435,0.04033467
6.445,0.045184051
6.455,0.039671854
6.465,0.041197086
6.475,0.046820052
6.485,0.034801973
6.495,0.042042239
6.505,0.039878287
6.515,0.031236865
6.525,0.03356769
6.535,0.035480973
6.545,0.039392414
6.555,0.029253811
6.565,0.037554655
6.575,0.036644047
6.585,0.032561777
6.595,0.03404673
6.605,0.029996827
6.615,0.031086535
6.625,0.025108245
6.635,0.02933473
6.645,0.024567347
6.655,0.034212883
6.665,0.024419894
6.675,0.030530173
6.685,0.024659414
6.695,0.016134515
6.705,0.025278354
6.715,0.024439675
6.725,0.023986169
6.735,0.021637362
6.745,0.016653116
6.755,0.024528146
6.765,0.021446034
6.775,0.020632529
6.785,0.021693826
6.795,0.024240434
6.805,0.022681756
6.815,0.021503217
6.825,0.018482962
6.835,0.023588767
6.845,0.019844918
6.855,0.019787016
6.865,0.0157105
6.875,0.021129551
6.885,0.016345983
6.895,0.019196128
6.905,0.022029729
6.915,0.017644642
6.925,0.024415938
6.935,0.019691352
6.945,0.021062658
6.955,0.019222382
6.965,0.017747499
6.975,0.01698866
6.985,0.017645721
6.995,0.021466533
7.005,0.021756043
7.015,0.020294468
7.025,0.02372579
7.035,0.022266732
7.045,0.025672879
7.055,0.017989177
7.065,0.025872839
7.075,0.021671528
7.085,0.017837409
7.095,0.018471094
7.105,0.026605425
7.115,0.02653062
7.125,0.026117034
7.135,0.033485332
7.145,0.028332055
7.155,0.024553321
7.165,0.025490901
7.175,0.023413263
7.185,0.025349203
7.195,0.028937688
7.205,0.026535655
7.215,0.028115912
7.225,0.025399193
7.235,0.023684431
7.245,0.030835866
7.255,0.032059361
7.265,0.031318863
7.275,0.036438334
7.285,0.02822704
7.295,0.03106172
7.305,0.032267592
7.315,0.031535725
7.325,0.037867901
7.335,0.032003976
7.345,0.037662187
7.355,0.037241409
7.365,0.035235698
7.375,0.037356134
7.385,0.039780825
7.395,0.040618066
7.405,0.033600057
7.415,0.043530788
7.425,0.03747949
7.435,0.039559287
7.445,0.038210278
7.455,0.047092659
7.465,0.038006003
7.475,0.040985977
7.485,0.048252497
7.495,0.043526113
7.505,0.045244471
7.515,0.052136606
7.525,0.051694249
7.535,0.045491543
7.545,0.045673521
7.555,0.052491211
7.565,0.048440948
7.575,0.054014644
7.585,0.054171807
7.595,0.049850017
7.605,0.05001689
7.615,0.054933524
7.625,0.059824264
7.635,0.061439765
7.645,0.057744108
7.655,0.060825501
7.665,0.059494474
7.675,0.062555008
7.685,0.050438747
7.695,0.061357768
7.705,0.056268147
7.715,0.061329356
7.725,0.060305102
7.735,0.06043709
7.745,0.062577665
7.755,0.060125642
7.765,0.060256551
7.775,0.064944094
7.785,0.062220183
7.795,0.06376088
7.805,0.062749933
7.815,0.065690706
7.825,0.05989835
7.835,0.070404504
7.845,0.06434997
7.855,0.0680931
7.865,0.062074529
7.875,0.055808527
7.885,0.063975585
7.895,0.062432371
7.905,0.065581016
7.915,0.065415582
7.925,0.054832465
7.935,0.062077766
7.945,0.059466782
7.955,0.052786834
7.965,0.059168281
7.975,0.054146992
7.985,0.053741318
7.995,0.059533315
